x1,x2,id,cluster,strata,start,stop,event
0.8484098291621992,0.6270896257168349,108,52,1,0.14,0.95,1
-1.7392134195287363,1.17793277781191,109,52,0,0.23,2.94,0
2.011066890930524,-0.3042572695226084,110,53,0,0.2,0.22,0
1.7813713111826375,-1.2118831435058093,111,54,0,0.1,0.99,1
0.2927299342208198,0.4485758214288562,112,54,2,0.21,0.36,1
1.2290181006665741,1.0611482462826423,113,54,0,0.1,0.37,0
-0.39279128018861775,2.132535426646992,114,55,1,0.13,0.33,0
-1.2450969867050827,-0.5489767674401579,115,55,2,0.07,0.27,0
-0.44118361894465585,-1.9635982178978,116,55,0,0.05,0.49,1
-1.0119266179754278,0.1840623486840846,117,56,2,0.26,0.7,1
2.032449038784365,1.5552607320555059,118,56,0,0.28,0.4,0
0.07788754776238149,0.6435427526675449,119,57,1,0.12,0.68,0
-2.533391332823103,0.3027199474506219,120,58,2,0.01,1.51,0
1.518410680053843,-0.9107385173223869,121,58,1,0.03,5.03,1
1.061390891008923,-1.2205609193343785,122,59,1,0.21,1.02,0
0.024310313598572074,0.08206664645278042,123,59,0,0.15,0.83,1
0.47353060682234294,0.5131336678915372,124,60,1,0.27,0.52,0
1.537102171772201,0.8445655503632643,125,60,1,0.25,1.84,1
-0.004998147562464265,-0.23553359444408936,126,61,1,0.12,2.46,0
-0.9906338933643428,-0.48539745804564666,127,61,0,0.14,0.15,0
-1.8021521880799019,-1.748544579357883,128,61,1,0.2,3.49,0
0.6698018550712831,0.6099528702141855,129,62,2,0.17,0.7,1
0.6792835221332311,-0.5817991906898798,130,63,0,0.07,2.67,1
0.4065813085799651,-1.8872074031154185,131,63,0,0.23,0.8,1
0.8223524775808835,0.6890401557136678,132,63,2,0.07,0.89,1
1.4025229610759147,0.30314562517572685,133,64,0,0.02,1.24,1
0.1532450491794883,-1.369151124440177,134,64,2,0.24,0.94,0
1.3237656698303355,0.13194497798329513,135,64,0,0.26,0.77,0
-0.5158599273125907,0.37304539229152406,136,65,1,0.17,3.22,0
1.6057583038198746,2.527648906393144,137,65,2,0.05,1.22,1
0.06810857901691814,-1.2862404413041517,138,66,2,0.12,2.04,1
-0.17560044479170206,0.22613508103903449,139,66,1,0.09,1.85,0
0.01680251223147308,0.6985306133834379,140,66,0,0.05,5.38,1
0.04650817284237453,0.09965617809269349,141,67,0,0.22,1.96,0
1.1434049607538952,-1.3956586912270428,142,67,2,0.28,2.26,0
0.38703325539780875,1.0747887869119246,143,68,2,0.08,0.9,0
-0.2761465500298156,0.0959689265212072,144,69,1,0.2,1.19,1
0.8844246875977859,2.075368128284183,145,69,2,0.17,1.22,0
-1.643927963055029,0.6909680840346349,146,69,1,0.18,0.36,0
0.23583667852973272,-2.939166141969786,147,70,2,0.17,1.14,0
0.3675870087887561,-1.0600450020557557,148,70,1,0.22,0.44,1
2.1938753866903364,1.7127773115025076,149,71,0,0.2,0.91,1
-1.4391050947502095,0.7341565870912029,150,71,1,0.02,14.24,1
-1.0050501896596156,-0.30117077109025475,151,72,0,0.26,8.07,1
0.8512598592941373,-0.024897603406264145,152,72,1,0.06,0.98,1
-0.027287527840879428,-2.7570314323279788,153,72,0,0.05,0.58,1
-2.1361518725997044,-1.6686031671988308,154,73,2,0.23,0.24,1
0.27910560070651647,0.6058370728703693,155,74,0,0.16,2.74,1
0.09365691461205924,0.2419105701162066,156,74,1,0.23,0.35,0
-0.9289333215715232,0.6838498539341158,157,75,2,0.12,6.74,0
0.9689459566131456,-0.5538688927577557,158,75,2,0.18,0.43,1
0.09979560948683373,1.4263816459168144,159,75,1,0.14,2.56,0
-1.168411162299485,-0.7569169796554599,160,76,2,0.06,0.07,0
0.1815625418527769,-0.33330954861207074,161,77,2,0.09,0.58,1
-1.3267402848066727,-0.24490163233247142,162,78,0,0.04,0.15,1
-0.29753488025885105,0.5293880619264849,163,79,0,0.27,0.68,1
1.1176367956421585,-1.4783849837160974,164,79,2,0.19,0.41,0
-1.0926887136653443,1.2917921645831083,165,79,0,0.22,3.92,0
-0.15529381453270866,-0.45519723103172227,166,80,0,0.12,0.56,0
-0.7279846127474688,0.5614656998846973,167,80,2,0.01,0.47,0
-0.9124559312798953,0.5113296292648706,168,81,1,0.24,2.12,0
-0.44041098648034577,-0.31982714017537384,169,81,1,0.03,0.18,0
-1.141963105872687,1.0183903436465254,170,81,2,0.13,2.61,0
1.1642856413245024,-0.9903527600895283,171,82,0,0.04,0.43,0
0.37463485999457485,3.272800100297,172,82,2,0.11,1.2,1
-0.9483037541637256,-0.6305396844968979,173,82,2,0.22,0.46,1
0.5931351514434382,-1.3650298032019157,174,83,2,0.22,2.9,0
0.45598945537685204,1.0823858896382854,175,84,0,0.07,0.7,1
0.899626273479886,-0.07069737830151017,176,84,2,0.23,1.2,0
0.1742314663452281,-0.016101554571533616,177,84,0,0.18,0.91,1
0.2764470456101542,-0.14075506673111612,178,85,2,0.23,0.43,1
-0.3937489874207001,1.767652551599839,179,85,1,0.07,2.4,0
0.04046838144212568,-2.447352124571473,180,85,2,0.29,0.72,1
-0.0774737213209866,0.1690172344945621,181,86,0,0.24,0.92,0
1.0787429678550573,-0.7872903705019763,182,87,1,0.08,1.54,1
-0.8787769304045858,-0.13922832607766256,183,87,1,0.03,0.52,1
0.7663558301413503,0.3794034269657725,184,88,1,0.14,2.93,1
-0.7700742642333189,0.5323776655778053,185,88,2,0.25,5.14,0
-0.7605401801150338,-1.7730132878184701,186,88,0,0.2,1.03,1
-1.2324323837543636,0.11142504435318625,187,89,2,0.24,0.91,0
-0.7801974609918176,0.471405803471298,188,89,1,0.28,1.68,0
-0.5050216569267386,-0.040236606573239624,189,89,0,0.14,0.26,0
-0.9693797494702056,1.0325537880331428,190,90,1,0.24,1.4,0
0.11587581084405799,1.4323847701548729,191,90,0,0.11,0.87,1
0.8567532486474886,-0.13048738737548982,192,91,2,0.24,0.68,1
0.8274959864925857,-0.6246175594314021,193,91,0,0.21,0.48,0
-0.2861540626073588,-0.4092672185618381,194,91,2,0.27,2.87,1
-1.5257910490870177,-1.2834351738484542,195,92,0,0.14,0.25,0
0.4726408799112963,-0.4279011459833198,196,93,1,0.08,1.65,1
0.3403151601338431,-1.2302512611340741,197,93,0,0.22,0.89,0
0.24612531561223513,0.6028842253079983,198,93,1,0.17,1.73,0
-0.42851422684489265,0.5985390325554786,199,94,1,0.25,3.99,1
0.21491875918575093,0.10069396142563941,200,95,1,0.0,3.23,0
-0.8104601577584467,2.3413300467138645,201,95,2,0.27,0.48,0
-0.44434324871062986,0.6315859447174543,202,95,2,0.29,2.48,0
-0.3197674729566802,-0.9571721828757211,203,96,1,0.07,0.19,0
0.03726335047899804,1.9160197540364716,204,96,1,0.04,0.73,0
-0.6236044019729123,1.409708019115233,205,96,1,0.19,1.24,0
0.5063653274743137,-0.3702859185906509,206,97,0,0.14,1.49,1
0.5365750194162611,-0.018467511086075774,207,97,1,0.08,5.3,1
-0.002026615550369302,0.3651019895819584,208,97,0,0.14,0.3,1
0.40289200960005456,-0.7839709944003129,209,98,0,0.21,1.18,0
0.7632369662344979,0.4972650215405327,210,98,1,0.06,0.11,1
0.9762846015880617,-0.37916202143386185,211,99,0,0.27,2.17,0
0.8612149782751999,-0.7610781859657013,212,99,2,0.25,1.55,1
0.8379251072516338,-0.4991055125868461,213,100,0,0.15,1.29,1
0.6327975165258177,0.28872566182258647,214,101,0,0.08,2.14,0
-1.2993353442524231,0.62276755184222,215,101,1,0.21,0.77,0
-1.4433557287949734,-0.7671454959867233,216,102,1,0.19,2.11,1
0.7503655475821053,0.7820127166004045,217,102,0,0.19,1.79,1
1.902424125313117,-0.01891695673621294,218,102,0,0.21,0.9,1
1.1019971431288504,1.3237675561767765,219,103,1,0.28,0.68,0
-0.8887412879781939,0.557934293629334,220,104,1,0.28,2.33,0
0.48282438817142903,-0.028958907312594245,221,104,1,0.05,0.83,1
-0.4010902917564037,1.0844982229781928,222,105,1,0.13,0.46,0
0.3784473745926747,0.5617242476849208,223,106,2,0.12,0.19,0
0.46198154279502474,-1.4378390074585297,224,106,2,0.14,0.16,0
-1.8986773142081634,2.259683853080529,225,106,2,0.22,2.02,0
-0.6349722782881676,0.38930462425486,226,107,0,0.19,1.45,1
0.1774075078742238,1.1869164176374989,227,107,0,0.12,0.51,0
-0.9385522660561404,-1.5861608969628933,228,108,2,0.23,0.82,0
-1.1792592448943209,-0.28720627514947833,229,108,1,0.21,5.98,0
-0.034632353886370204,-1.0649461734693928,230,108,1,0.22,0.24,1
1.0914501139689878,0.2590609079584232,231,109,2,0.1,0.25,1
-2.0849151835664577,0.3336302879951405,232,109,2,0.17,1.03,0
0.08517120759244433,-0.06968273141798909,233,109,1,0.0,0.03,0
0.043303840023818055,1.254913008760995,234,110,2,0.01,7.5,0
0.14791589788232257,0.40647756952144876,235,111,0,0.15,2.29,1
0.4089340157905223,-0.9343968974522354,236,112,1,0.01,0.05,1
0.7693719671137619,-0.11493651542591242,237,112,1,0.04,0.66,0
0.30774862386125884,0.6271923346583597,238,113,0,0.1,0.37,0
-0.7035478310106704,-0.0800796001643826,239,113,1,0.05,1.72,0
1.1353446199713997,-0.7073269739256957,240,114,0,0.15,2.02,1
-0.15017885985950208,0.948788148260155,241,114,2,0.18,0.33,0
-0.5593925108930788,1.789254431116064,242,114,2,0.16,0.25,0
-1.2441335357938805,-0.9031849335401613,243,115,2,0.02,0.66,0
0.7784012311630709,0.7661813283695834,244,115,2,0.13,0.55,1
-0.6337031059438343,0.18146867069077374,245,115,1,0.14,1.27,0
0.9865239677419423,0.34944339742825853,246,116,1,0.27,0.41,1
0.764795831327571,0.7900427476147275,247,117,2,0.09,0.22,0
0.08472346673841573,1.1599653337443716,248,118,1,0.06,3.93,0
-0.035037681442424286,0.956353524788687,249,119,0,0.27,3.86,1
-0.28625441763700954,0.16088977811936095,250,119,2,0.06,1.38,1
1.0802172324569,-0.6239369773029065,251,119,1,0.02,2.4,1
