x1,x2,stop,event,weight
0.35740881967126337,0.2607162468718962,0.1,0,1.82
-2.3848983469624327,0.42667592174294255,1.0,1,1.09
-0.744797242809377,-2.2734370863326676,3.2,1,1.64
-1.1137892779159688,-1.1790676839306065,0.1,0,2.27
0.5785032776906579,0.09336492499896067,0.2,1,2.89
2.3314141765064638,1.4190965849321588,0.3,1,0.64
0.002210958039210531,0.48773786081846554,0.4,0,0.66
-1.3044266119643944,0.8157770423706296,0.9,1,0.56
-0.3826603040583679,0.13876675673280578,0.6,0,2.14
0.32442825260568353,0.03678354862799839,0.1,1,2.06
-0.4270589682221496,0.7475260049313867,1.2,0,1.42
0.7769149561597505,-2.564111021930751,1.3,0,2.14
-0.6222897177960722,-0.18968203263052175,0.4,0,2.43
-0.594625136886489,0.16126505501518662,2.1,0,1.08
0.8673353836712531,0.14448378422500338,0.6,0,2.23
-0.15739977185156664,1.063537405972163,0.3,0,1.46
0.3987358334243168,0.3318612546050586,0.7,1,2.7
2.1561382169304797,1.1670543128285222,0.1,0,2.44
-0.9491809725833393,1.4373679571724185,1.0,0,1.73
-0.6686079943171873,0.29094870359818564,0.1,1,2.57
-1.822774964163377,1.0759838774492727,0.3,0,1.59
-1.726532064739529,0.4817762874006121,1.0,0,2.42
2.163307916894768,0.6336150638920943,0.9,1,2.72
0.037831315392603204,-1.0357237141185005,0.4,1,1.27
-0.33473764819654706,0.8644734753975793,0.5,1,2.38
-2.4279944918428966,-1.182349237527958,1.6,0,2.16
1.1756684635358492,-0.5712808674562184,0.1,0,0.5
1.0415058701537347,0.5346402796293469,0.8,1,2.9
-1.0357552551728966,-0.27678955395305965,2.0,1,0.95
1.3118714516357664,-0.45695835163084425,0.1,1,1.18
-0.15657246397321137,0.4362237210296628,0.6,1,2.73
-0.68157880864625,-0.4044795134089366,2.2,1,0.42
0.4057331910201184,-0.3063925756152045,1.5,1,1.43
-0.10997350345528228,0.5688452359657288,0.1,1,0.55
1.780375208766659,-0.12117733678459244,0.6,1,1.08
-0.6504389363432442,2.9893385658851237,0.2,0,0.52
0.9828876600508387,-1.9535345665972506,0.1,0,2.21
-0.49138964356224407,-1.6743851213435745,0.7,0,0.74
0.7903215150407968,-1.1809908968862606,1.0,1,1.48
-0.4720816258250977,1.7322611032982511,0.8,0,2.52
-0.6381565828334497,0.037171615005071074,0.2,1,0.31
0.4068165282570526,1.0803161481809944,0.1,0,2.55
1.1239056074924965,1.5834106028825683,0.1,1,0.98
-0.6323172031618811,0.4948035269814514,0.5,0,2.54
-1.7466302925446018,0.015294161357082175,0.9,1,1.11
-0.18789998033573763,1.814664848070052,0.3,0,2.58
0.3262215218750193,-0.38182670019141746,1.3,1,0.56
-0.38897632641633195,-0.946916742239551,0.2,0,2.71
-0.5338413993198505,-0.7408859184227952,0.5,1,0.47
-0.05131031143466379,-0.6422027396532323,0.2,0,0.46
-0.021155697154974385,1.0194671749291688,0.3,1,1.69
-1.215421075907941,-0.8400657864593877,0.1,0,0.63
-1.3706951106691934,2.0446987254777493,1.2,1,0.53
1.6726112398650506,0.4720471344656834,0.1,0,0.59
0.010575054036155685,-1.016609436522965,0.1,0,0.53
0.9927117269100534,0.05697187797209509,0.1,1,1.01
0.3912901830865721,0.05869330630929736,0.5,1,2.53
-2.9824398853125347,-1.7448659140493363,0.1,0,1.03
-0.5715017055245841,0.5075289222177722,0.5,1,2.94
-1.0701063023483997,0.14519936646652065,0.1,0,2.61
-0.39940860886602425,-1.1740482608255,1.1,1,2.68
0.6167390503430619,-1.2004768828214725,2.2,0,1.29
-1.3414626348296828,1.691064720493463,0.1,1,2.95
1.4732418977398987,0.2406528839827186,0.6,1,0.64
1.181843936095526,-0.6893211369754313,0.3,1,2.97
-0.2558729549019636,0.4093796245597056,0.2,0,1.39
0.41647533022189925,0.6184480279329437,0.1,0,0.97
-1.3148525875239665,1.0296888830058852,0.2,1,1.84
-1.092728905948049,-0.018771309748841444,0.1,1,2.08
2.7357729195753873,1.085905498913784,0.4,0,1.32
-0.4577520634775287,0.4136919267329999,0.5,0,2.32
-0.6929913234284127,-0.6308303300016168,0.5,1,2.5
-0.7810909759965101,-0.28889472411514655,0.1,1,2.64
0.07206783895453492,0.7358587525151347,1.2,1,0.83
2.325194268063125,0.5773395445860213,0.3,0,1.97
0.3753653649216999,-1.0782280526111152,0.5,0,0.6
1.4146218360837446,0.23981224878473045,0.4,0,1.06
1.7269292902226365,0.20598163115439147,0.1,0,1.42
1.846359743126384,-0.46454229318202706,0.2,1,2.24
-0.26058636228650806,-0.0938913396620482,0.8,0,2.6
-0.1680326314194968,0.42367325986537574,0.4,1,0.38
0.28407810725678156,-1.963055914330737,0.9,0,2.19
-1.1335852233890806,-0.8142905445177054,1.1,0,1.67
0.5810373522260888,-0.3626271378154195,0.2,1,2.78
0.6802741241906011,0.6385252776104747,0.3,1,2.68
0.19446324487089567,-2.066253686349581,1.4,0,0.84
1.9955608013611492,0.5365432951789398,0.3,1,0.38
-0.4574242572862097,0.4595428020442523,1.1,1,2.59
-0.3511132191592679,0.22595341113509007,0.9,0,1.6
-0.6735233672044565,2.331679948016413,0.8,1,1.8
-0.09000344637540258,0.6469251976865429,0.1,1,2.39
-0.46850174482684526,1.0753233672695781,0.4,0,2.98
1.7246998077178672,0.5051657235985084,0.4,1,1.37
-0.5207859976412916,0.5615991047363943,0.5,1,2.43
0.14086586177029597,1.1776105022964214,0.1,1,0.34
0.6002794535451317,0.6627449980932524,0.7,1,1.75
0.12203204394263,0.044596207328997835,1.1,0,0.72
0.3128454517401284,1.575713273484169,0.3,1,0.67
0.23643969595417613,0.8410309799591614,0.1,0,2.94
-0.2476747551851755,-0.1311708763950498,0.3,0,1.75
-1.0409760812153692,-0.04509400943029412,0.4,0,1.87
-0.5529310210086846,-2.1667011245897174,0.4,0,1.08
-0.8760087177595265,-1.5040633171164077,0.2,0,2.03
-0.2993044165168436,-0.4350335749348915,0.7,0,1.01
1.2532583544826914,0.09801998582003735,0.2,0,2.23
-0.626308345541666,-0.4830970007857061,0.8,0,0.52
-0.4705784489482194,-0.5278004046642805,0.3,0,2.23
0.44042924380029114,-0.6091890158776015,0.5,0,0.57
0.23467342015593742,0.9817829212295438,0.1,1,1.74
-0.539417875086395,-0.026415231933177807,0.6,0,2.97
1.673760063410234,0.5186855449113454,0.7,1,0.87
-0.33923682647866843,0.6129734680268606,0.2,1,2.34
-0.24471190670561746,-0.8274068823937405,1.7,1,1.28
0.8594423125429107,-0.9391932687545358,0.7,1,2.55
-0.7015158991727151,-0.18771091555647398,0.1,0,2.77
0.794586794496473,0.6045946572777636,0.3,0,0.93
-0.6708138337756571,-0.07127416367953718,0.2,0,1.01
-0.4107227812155254,0.7683142933546891,0.9,0,1.68
0.2540967337561817,-0.7435614859079169,0.2,0,2.46
0.7691493049151372,-1.3727896091906873,2.0,0,0.5
-0.42425994193483196,-1.9636290470600428,1.3,0,0.87
0.8774396238181784,-0.2160807268633992,0.1,1,0.93
0.5364852338255672,2.6327067396762507,0.1,1,1.12
0.22981624879344262,0.1824811510763778,0.8,0,1.05
-0.5935284507803653,0.1985238412735847,0.1,0,0.94
-0.5083361092007627,0.4906469775674978,0.2,1,0.74
0.42929583204812044,0.19518141787868334,0.1,1,1.8
-0.30412239722014467,-0.2508970357064067,0.3,1,2.37
-0.154880013065999,-0.2670806980960992,0.3,1,0.47
0.39312816909387016,-0.8314522477225869,0.8,0,2.35
-0.4017149425774785,0.23739452233938563,1.1,1,0.36
1.5317281785552972,0.160813934804742,0.4,0,2.91
-0.34188124035350603,-0.40334696248627094,0.6,0,1.19
1.31247107006524,-0.7920026462297294,0.1,0,1.34
-0.7560330600661866,-0.34080217368674487,0.3,0,2.91
-0.9673693112629844,-0.5219178050976209,3.0,0,1.38
0.20867806259069033,-0.3987952033925276,1.1,1,1.31
-2.0212435388123695,0.25916719139935024,1.5,0,2.38
0.6937398230004876,-0.6277082597954138,0.8,1,0.67
1.7319861783563046,0.13261482788698647,0.3,1,0.65
0.2262618661907419,-1.3752985083818579,0.4,1,1.8
2.3150864311954904,1.978380107640879,0.5,1,1.03
1.2263273141917832,1.6631550576199525,0.7,1,1.84
-0.7282694013241731,-0.5875295628925558,1.2,0,1.22
0.36959230829538325,-0.00635008705116081,1.6,0,1.41
-1.1478457177934838,0.1566666511712854,0.7,1,2.12
0.8105951737953454,-0.26584931376835247,0.1,1,1.75
1.4321299856139778,0.3171204380706544,0.1,1,2.35
-0.46029274548268523,-0.8538916557471868,0.2,0,0.9
-1.133122247783316,0.8599117917231248,0.1,0,2.65
-1.3884287646704159,0.6129604279330864,0.3,0,2.45
0.608715355238288,-1.2660065034519403,0.5,0,2.42
0.6307157781777218,0.12215287893541157,0.3,1,1.61
1.8543015916538723,0.5120471781297684,0.4,0,1.38
-0.06756579495418118,0.621797526039543,0.6,0,0.73
1.3860157182640631,-0.7447784806656406,0.1,1,1.4
-0.666378403240412,0.9379025951990657,1.7,1,1.54
2.12895152050445,-1.202939008560146,0.1,1,0.94
1.662089240374106,0.6180961073262293,0.2,1,1.48
0.9474411909975761,0.7499660984916825,1.4,1,0.66
-0.25810404855271385,-0.4380429969164479,1.0,1,0.41
2.3605596578691768,-1.1443023635251643,0.6,1,2.1
0.24351086892243914,1.630919063919085,0.2,1,2.96
0.02928915384889928,0.8846983628261385,0.5,1,2.75
0.19984757152260635,-0.6295443136678546,0.7,1,1.44
0.6849454823883458,0.13759452086051052,0.1,1,1.73
-0.4876525904590506,0.8121502034733191,1.0,0,1.39
-0.21628078633913425,0.35013641058397604,0.3,0,1.5
-0.38891379806803816,1.5717123561961874,0.1,1,0.84
1.0240845594303414,0.39239019189971736,0.2,1,1.63
-0.056637477955266684,-0.11994142846246457,2.4,0,1.55
-0.08498069680472133,-0.7985291335214273,0.3,0,1.09
1.566938511354963,-0.7655522151277331,0.5,0,1.69
0.9680119825345389,0.9589224926307982,0.1,1,1.89
-0.17530773989451495,-0.048335804369698955,0.5,0,2.27
-1.241142138666505,-0.15047487237807813,0.3,0,2.37
-0.5467791054738427,0.9194871628047436,0.5,0,2.74
-0.6152106504220654,-0.5657846869905416,2.3,1,0.33
0.6816677728730501,-1.7149637377419436,1.0,0,2.84
-0.6623334166463931,1.1688088983897618,0.5,1,1.25
-0.1549770426971071,0.830775609740622,0.3,1,0.85
-2.9417546029358532,-0.701343060417042,0.6,0,2.02
-0.20665402504563204,-1.4413519765744542,0.6,0,2.3
0.8241241725870944,-1.4951522955642282,0.4,1,0.97
-0.6438252509950093,0.24330908235900273,0.6,1,1.46
0.02578119363667097,-0.3441093265091141,1.3,1,1.94
-1.0201745342848179,0.04730955556145489,1.4,0,2.96
-0.8920048748376939,1.2844987305517903,0.2,0,1.0
-0.39641945928280886,-1.085543106723978,0.1,0,2.2
0.9605314262732492,1.6361069198966431,0.1,1,1.95
0.3028806785895293,-0.6246659505786604,1.8,1,1.17
-1.6308677805107195,-0.7383330487035574,0.7,0,1.95
0.7470279592759618,0.4740393673094802,0.2,0,1.47
-1.892946923588989,0.12327099569539746,0.4,0,0.61
-1.7917447127980966,0.5079244814387138,2.3,0,1.53
1.5523857257338416,-0.36808703405985593,0.3,1,2.78
0.9170250738194128,-0.6345400019928336,0.2,0,2.77
-0.3185894143771658,0.6849962613894877,0.6,1,1.66
0.8192922691328418,-0.5471814375465277,0.4,0,0.75
1.1593749588457734,-0.1281308849790035,0.3,1,0.74
-3.192092050556161,0.43789165377562417,1.3,0,2.12
0.5046867069433214,-3.0113555871354802,0.4,0,1.97
-0.26681247110416456,0.6821687946007366,0.4,1,0.32
0.12004561551032387,-0.8268911707712154,0.8,0,0.86
-0.9843252012381003,-0.03910792781525607,0.1,0,1.25
-0.35890850208905806,0.6262272075065138,1.6,0,1.02
0.2661748991796712,1.5366920141192986,0.1,1,1.97
-0.5309722421832179,0.5160763649770375,0.4,0,2.9
0.5147246029377123,0.04387987276181852,0.1,0,2.24
0.7910792789797181,-1.5532547711399938,1.3,0,0.9
-0.31362064369814857,1.9271350774789977,1.0,1,2.8
0.6405753613698245,0.09259382316885612,0.1,0,2.06
1.096294738495723,-0.09761236843454799,0.8,1,1.63
-1.0596874424008835,0.2334700687586586,0.1,1,2.41
0.903066257345395,-0.30876576695130364,0.3,0,1.86
1.600631583939585,0.2746385180036189,0.3,0,1.57
-0.018864426408409882,-0.569810421332622,0.9,0,0.68
2.076071850246309,2.351279661342892,0.3,1,2.79
-1.156680758076143,-0.018989097040371508,0.2,1,2.45
-0.7231521094277258,1.187427422187998,0.6,1,2.43
-0.052182418034500355,0.9697471176001428,0.5,1,1.42
-0.09201272665467253,-0.9188079933487201,1.6,0,0.4
1.5829234534928176,0.19569653668233022,0.1,1,0.68
-0.1440798468627475,-0.8218124057580681,0.7,0,1.76
0.35394445594793345,1.2250600203500663,0.1,0,1.69
-0.23931367405823192,2.3198716589850665,0.2,1,1.98
1.7246219086584118,0.24092881276714542,0.2,1,1.0
0.6878216065330408,-0.2736444210272066,0.3,0,0.54
0.6504934293240359,-1.0207664580005014,0.8,1,1.51
-0.9473732046874502,2.466588147902376,0.2,0,2.29
0.32470591080768113,0.9377654477564896,2.3,1,2.32
-0.6900236919973343,0.5422297929689659,0.1,0,2.73
-0.048742191135407266,-2.0330751064375616,1.4,1,0.95
-0.2261758973763987,0.03889425136903825,0.3,0,0.68
-0.08390119648981087,1.1333740615742092,0.1,1,2.24
0.6306292057680014,-1.377823608109231,0.1,1,0.71
-0.7048695190956179,-0.16125653076369617,0.1,0,1.38
0.06176713915659112,-0.02409243878692662,0.4,0,1.91
-1.394271191610724,0.18080237876837937,0.3,0,2.85
-0.36188709752557663,-2.2338957381296036,2.0,1,1.6
-2.33825366312223,-1.590867061595033,0.3,0,1.19
-0.9386735755974417,-1.4327679035116996,1.6,1,1.9
-1.0898378150034262,-1.4712768195688173,0.6,0,1.67
-0.612814113537621,0.4376550826216535,0.3,1,1.97
0.3610279721004121,-1.766758459644014,0.7,0,0.74
0.7794896643468039,1.3407646146759138,0.4,1,0.88
-0.7942329094851337,1.725021718459199,0.5,1,1.86
0.006337252207671333,-1.1964015463435254,0.7,1,1.59
1.4496152508741544,-0.1992832683785572,0.3,1,1.13
-0.5274294719871205,1.875271505686769,0.4,1,1.34
1.4405209408268682,-0.3212126289828642,0.4,1,1.71
-0.6991930379583499,-0.042864369434389475,0.1,1,1.7
0.17962012036363834,0.8493881367121748,0.5,0,1.6
-2.5431752097330267,0.3313237833591059,0.7,0,2.47
0.21401736486681594,-0.36194880381362204,0.4,1,0.83
0.16791094734695652,0.6767873566668273,0.2,1,1.35
-1.576403604886306,-1.3761151828192137,0.1,0,1.02
-0.19321478082323643,-0.2956471882147671,0.1,1,0.31
-0.13804300749403967,0.2941289908374711,0.1,0,1.07
2.0127021138145627,-0.48888851939475336,0.3,1,2.66
0.18060926476714415,0.8027401814766246,0.1,1,1.66
-0.4227766743892264,-0.5005067355714847,0.9,0,0.51
0.22593657156327862,0.34133232380764783,0.1,0,0.58
-0.8852021816193567,0.42765487072098074,0.3,0,2.16
0.2979503605695407,0.19056542369616442,0.1,0,1.61
0.8586302203475447,-1.5085679425680625,0.6,1,1.0
0.6935280315667944,-0.620477538475305,0.4,1,1.71
-0.21068759355363456,-0.41063822337140465,0.5,1,2.62
-1.1356375724200671,0.3070455514818169,0.7,1,0.6
1.8679514749903827,0.10454141535871248,0.4,0,1.99
1.1540882703785247,-0.8682124940020082,0.4,1,1.22
-0.7881548936753385,-0.12171715066263733,0.1,1,0.85
-0.664376948272704,-0.8316758619890811,0.1,1,0.74
0.6127028577026655,0.40239985868236505,0.1,1,0.94
0.7496409394696236,0.02731989982351317,0.1,0,2.69
-0.28250782523874907,-0.501080139401031,0.5,1,2.75
0.9641758961848141,-0.15093350994839472,0.4,1,2.05
1.1119274768990468,0.9592166870787255,0.1,1,1.48
2.1229331099170574,-0.3770594405498384,0.6,1,2.53
1.3918949067128006,-1.0849500384809776,1.5,1,2.87
1.3762761036478959,0.7669899095975429,0.2,1,2.95
1.3582108910531516,-1.7592236422437928,0.2,0,1.58
1.641542631860378,-0.12795277556763027,1.3,1,1.26
-0.19642392273426498,-1.4995250391957824,1.2,0,0.67
-0.7375639365296376,1.2566272704916526,0.2,1,2.32
1.7170994126550898,0.5522527282730876,0.5,1,0.36
-0.6212355470429687,0.6577313302524513,0.5,1,2.01
-1.494257257629369,-0.25828777891287114,0.5,1,2.92
-0.665790546838195,1.1082809253533656,1.2,1,1.57
-1.545713025503189,-0.4259788987721382,0.2,0,1.45
0.3652942029139409,0.5949130564142515,0.2,0,0.79
-1.331969446838493,-0.567067851471537,0.1,0,1.45
-2.148013696446603,0.8189634089643129,0.1,1,2.99
-0.5006167544345383,-0.43915505916869835,0.8,0,2.95
-0.6483918052831247,1.4892063171514578,0.2,1,1.73
-0.1193347729249804,-0.9463699652831262,0.2,0,2.29
0.9780391627100067,0.5637678581255499,0.2,1,2.03
-0.09022169384731069,-0.9504986681516925,0.1,1,0.87
-0.005533725120571205,0.4822143248069752,0.6,0,1.54
-0.18493055642933426,-0.13500603939642944,0.1,1,0.51
0.9018915899611136,-0.8433093393502857,0.1,1,1.07
0.7036373178615283,-0.3895608836251841,1.1,1,2.91
-1.2324813014657454,0.8281056534799814,0.2,0,1.91
0.7538474891328356,-0.7617648883382115,0.1,1,2.25
-0.7510463225176504,1.1685661681407276,0.1,1,0.94
0.18681833577191354,-1.744573014731206,0.2,1,2.4
-0.8076818233856454,0.39942147932683125,1.1,1,2.79
-0.5028949599025707,0.9753273874559925,0.4,1,2.8
-0.3560208972315606,0.6042926609807396,0.8,1,1.67
0.11285818826649681,0.42459634988289774,0.1,0,0.37
0.20866072240161954,0.09776514723031118,0.1,1,1.01
-1.1326549534954273,1.253280667352492,0.2,1,1.09
-0.4102277320661502,-1.0171888270431384,0.6,1,0.34
1.599819005238395,-0.5214134805535542,0.1,1,1.72
1.5117899919037656,-2.0228397365862207,1.5,0,1.35
0.41765015089218455,0.09966293249897973,0.1,1,2.99
-0.6822580780734234,1.1904638359071587,1.4,0,2.47
-0.9361689174964795,0.17000636710883987,0.2,0,0.63
-0.4236143016689991,0.9165215730500035,0.7,1,1.32
-0.9938219539382823,0.2620680197701729,0.4,0,2.0
0.18372985267380573,-1.9683018200993405,0.4,1,0.43
3.128578259207451,0.2910977849833529,0.1,1,1.49
0.5005738982468738,0.8456458978304152,0.3,1,2.78
-0.3052012658559955,-0.4452486712868749,0.1,1,1.02
-2.1583718868908925,-0.49805996999042246,0.1,0,2.67
-0.037971703897836225,0.5794879478703467,0.6,0,2.69
0.12496945287696316,0.2756376855884211,0.1,1,2.0
0.19783504106060026,0.39814604832954253,0.3,0,0.81
0.39764514339251633,0.2057016517842238,1.0,0,2.33
0.9113427638317688,-1.494085991695263,0.7,1,0.43
-0.3523775800179108,0.7573226658846459,0.4,0,2.23
-0.03509114129146347,-0.8726347935001985,0.8,0,0.93
-0.2216784839128577,-0.12308777958593523,1.2,0,2.3
0.14402529432651043,2.0257109074838335,0.7,1,1.21
1.4564887672514573,-0.39889920787566246,0.1,1,0.41
0.2598187618133668,2.0267468300577733,0.1,0,2.44
-0.3851628144654546,0.8249036290274563,0.1,1,2.59
-0.22901270976506824,-0.890187477507603,0.2,0,2.25
-0.1428096437003725,0.11839347137421338,0.4,0,0.82
1.3111119204502222,-0.7027425888245113,0.7,1,1.03
1.416002620032739,-0.1271187224408111,0.4,1,0.46
-0.0951939285490484,-0.9243487977201063,0.1,0,1.81
-2.007796561799668,0.10838991610275807,0.2,0,1.1
-0.7176280044093297,0.09487632468796664,0.8,1,0.6
-0.24425843851237555,-2.039088654105865,2.1,1,2.06
-0.5858818019989254,-0.10379311701202684,0.4,0,1.9
-0.0751355554067337,0.06416485736736684,0.8,1,1.35
-0.07059913471409686,-0.9038358754141612,0.1,0,1.71
-0.13041729766503737,-0.5998560320195613,1.1,0,2.01
-0.08654692115548586,-0.007548149410043652,1.2,1,1.89
-0.09238976259608382,1.865504845048359,0.4,1,2.57
-1.116214531463654,-1.8289239772612642,3.5,0,2.03
0.43964333993544696,-0.5992260659532896,0.2,0,2.46
0.19585460767681528,-0.23817832397201924,0.1,1,0.34
0.2758216217770279,-0.48791953612390093,0.4,0,1.22
-0.5519685113448719,1.88856821089001,0.2,1,1.51
