"hazard","time","strata"
0.471435776293743,2.2,"provider=2"
0.524597518856321,2.3,"provider=2"
0.524597518856321,2.4,"provider=2"
0.524597518856321,2.5,"provider=2"
0.524597518856321,2.6,"provider=2"
0.524597518856321,2.7,"provider=2"
0.524597518856321,3.1,"provider=2"
0.524597518856321,3.2,"provider=2"
0.524597518856321,3.9,"provider=2"
0.673571294308028,4.4,"provider=2"
0.673571294308028,6,"provider=2"
0.237813460344479,0.1,"provider=3"
0.441055195636287,0.2,"provider=3"
0.474623502305575,0.3,"provider=3"
0.693277976256632,0.4,"provider=3"
0.928671590269629,0.5,"provider=3"
1.04521506638217,0.6,"provider=3"
1.25072531113277,0.7,"provider=3"
1.3411985517274,0.8,"provider=3"
1.51315782975477,0.9,"provider=3"
1.57591896562639,1,"provider=3"
1.70046881232121,1.1,"provider=3"
1.86484250495467,1.2,"provider=3"
1.86484250495467,1.3,"provider=3"
2.0189267325964,1.4,"provider=3"
2.0189267325964,1.5,"provider=3"
2.06460376292,1.6,"provider=3"
2.37569420219202,1.7,"provider=3"
2.72129771680325,1.8,"provider=3"
2.8664800439583,1.9,"provider=3"
3.1050978922762,2.1,"provider=3"
3.64805783081638,2.2,"provider=3"
4.4059501813836,2.4,"provider=3"
4.4059501813836,3,"provider=3"
7.6031852617072,4.5,"provider=3"
0.227901984000719,0.1,"provider=4"
0.364571263823814,0.2,"provider=4"
0.529273179948966,0.3,"provider=4"
0.661136384501108,0.4,"provider=4"
0.819258223612397,0.5,"provider=4"
1.02168175976538,0.6,"provider=4"
1.10210342583852,0.7,"provider=4"
1.31332939973689,0.8,"provider=4"
1.41609343317102,0.9,"provider=4"
1.5650334442787,1,"provider=4"
1.78760171186189,1.1,"provider=4"
1.94394812729221,1.2,"provider=4"
2.15187318767451,1.3,"provider=4"
2.252831502682,1.4,"provider=4"
2.252831502682,1.5,"provider=4"
2.252831502682,1.6,"provider=4"
2.42754691273944,1.7,"provider=4"
2.63736862203244,1.8,"provider=4"
2.84432806771001,1.9,"provider=4"
3.14043802767852,2,"provider=4"
3.14043802767852,2.1,"provider=4"
3.14043802767852,2.3,"provider=4"
3.14043802767852,2.4,"provider=4"
0.155845522113588,0.1,"provider=5"
0.417710005594311,0.2,"provider=5"
0.594956249772552,0.3,"provider=5"
0.637307538478054,0.4,"provider=5"
0.714213154685441,0.5,"provider=5"
0.873824914861294,0.6,"provider=5"
0.99473450279415,0.7,"provider=5"
1.09734036157294,0.8,"provider=5"
1.15975539882204,0.9,"provider=5"
1.35823911092641,1,"provider=5"
1.43072384630469,1.1,"provider=5"
1.47352878238846,1.2,"provider=5"
1.59281011520949,1.3,"provider=5"
1.71563078524429,1.4,"provider=5"
1.75479194258702,1.5,"provider=5"
1.85335182158362,1.6,"provider=5"
1.85335182158362,1.7,"provider=5"
1.98880147840458,1.8,"provider=5"
2.08553144527926,1.9,"provider=5"
2.08553144527926,2,"provider=5"
2.08553144527926,2.1,"provider=5"
2.08553144527926,2.2,"provider=5"
2.28293833803801,2.3,"provider=5"
2.67719147273866,2.4,"provider=5"
3.17511486474118,2.8,"provider=5"
